symbol,direction,qty,entry_time,exit_time,hold_seconds,hold_minutes,pnl,is_win
米ドル/円,LONG,10000.0,2026-02-26 22:16:54,2026-02-26 22:19:35,161.0,2.683333333333333,30.0,True
米ドル/円,SHORT,10000.0,2026-02-26 22:59:01,2026-02-26 23:00:43,102.0,1.7,130.0,True
米ドル/円,SHORT,20000.0,2026-02-26 23:09:09,2026-02-26 23:11:31,142.0,2.3666666666666667,200.0,True
米ドル/円,LONG,20000.0,2026-02-26 23:28:42,2026-02-26 23:29:29,47.0,0.7833333333333333,120.0,True
米ドル/円,LONG,20000.0,2026-02-26 23:30:21,2026-02-26 23:30:33,12.0,0.2,360.0,True
米ドル/円,LONG,20000.0,2026-02-26 23:30:50,2026-02-26 23:31:23,33.0,0.55,120.0,True
米ドル/円,LONG,20000.0,2026-02-26 23:43:50,2026-02-26 23:44:39,49.0,0.8166666666666667,-300.0,False
米ドル/円,SHORT,20000.0,2026-02-26 23:58:04,2026-02-26 23:58:30,26.0,0.43333333333333335,-640.0,False
